At_gene	NAME	GWEIGHT	s1	s3	s5	r1	r3	r5
ATCG00820	ribosomal protein S19	1.000000	-1.016223	-0.405719	-1.592333	-0.820716	-1.225550	-0.064908
AT1G26230	Chaperonin 60 subunit beta 4, chloroplastic	1.000000	-1.217725	-0.219702	-1.933464	-0.637463	-1.707290	0.525336
AT5G26140	Putative lysine decarboxylase family protein	1.000000	-1.063514	-0.280389	-2.627120	-0.445546	-1.841015	1.272548
AT4G22890	PGR5-like protein 1A, chloroplastic	1.000000	-1.110159	-0.297145	-1.848137	-0.803072	-1.081461	0.123688
AT3G56160	Probable sodium/metabolite cotransporter BASS4, chloroplastic	1.000000	-1.238142	-0.315181	-1.902077	-0.963870	-1.161841	0.138680
AT4G34260	Alpha-L-fucosidase 2	1.000000	-1.823787	0.377845	-2.824598	-0.838643	-1.441280	0.554263
AT5G61270	Transcription factor PIF7	1.000000	-1.559890	0.436784	-2.862312	-0.939242	-1.430110	0.678249
AT1G06350	Delta-9 desaturase-like 4 protein	1.000000	-0.804254	1.328791	-1.611795	0.119791	-0.230781	1.798289
AT5G41900	Probable lysophospholipase BODYGUARD 2	1.000000	-1.822982	0.889865	-3.513236	-0.377649	-1.739252	1.785037
AT4G08950	Protein EXORDIUM	1.000000	-1.611597	0.317281	-2.167563	-0.085943	-0.607762	1.532622
AT4G01935	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; Has 37 Blast hits to 37 proteins in 17 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 30; Viruses - 0;  /.../Eukaryotes - 7 (source: NCBI BLink).	1.000000	-1.949652	-0.466137	-2.307620	-0.583088	-1.370349	0.178020
AT5G56490	Probable L-gulonolactone oxidase 4	1.000000	-0.882228	1.100871	-2.788691	0.081071	-0.161263	2.625654
AT2G32290	Beta-amylase 6	1.000000	-1.966048	0.026410	-4.422937	0.012439	-1.239689	2.477508
AT1G22690	Gibberellin-regulated protein 9	1.000000	-1.310327	-0.080575	-2.380712	0.045368	-0.506487	1.741796
AT1G28640	GDSL-like Lipase/Acylhydrolase superfamily protein	1.000000	-1.440358	-0.871647	-2.869048	-0.807485	-1.636081	0.482726
AT2G21540	Phosphatidylinositol/phosphatidylcholine transfer protein SFH3	1.000000	-1.234002	0.533310	-2.739505	0.527270	0.027063	1.425578
AT1G28600	GDSL esterase/lipase At1g28600	1.000000	-1.960190	-0.220680	-3.220762	-0.376927	-0.631806	1.159607
AT5G17700	Protein DETOXIFICATION	1.000000	-1.220508	0.197955	-2.158812	-0.214954	0.013310	1.082835
AT1G27940	PGP13	1.000000	-1.874267	0.482882	-2.948430	0.336146	0.438924	1.521077
AT5G51480	Monocopper oxidase-like protein SKS2	1.000000	-2.196011	0.677537	-1.737109	-0.186452	-1.460518	0.832696
AT4G13150	unknown protein; Has 83 Blast hits to 82 proteins in 37 species: Archae - 0; Bacteria - 51; Metazoa - 0; Fungi - 0; Plants - 30; Viruses - 0; Other Eukaryotes - 2 (source: NCBI BLink).	1.000000	-1.496039	-0.429436	-1.589339	-0.540495	-1.396181	0.552126
AT1G75100	J domain-containing protein required for chloroplast accumulation response 1	1.000000	-1.487612	-0.043648	-1.410776	-0.247958	-1.630340	0.665041
AT5G63060	Sec14p-like phosphatidylinositol transfer family protein	1.000000	-1.271092	0.136319	-1.087953	0.393350	-1.271939	0.874300
AT5G38690	AT5g38690/MBB18_24	1.000000	-0.613018	1.152252	0.257525	1.715851	0.015302	1.898531
AT5G40380	Cysteine-rich receptor-like protein kinase 42	1.000000	-0.722478	1.201965	-0.019967	1.366402	-0.229760	1.193144
AT1G54680	T22H22.11 protein	1.000000	-1.195147	-0.083573	-1.076429	0.069066	-1.185916	0.058412
AT2G23010	SCPL9	1.000000	-2.007848	-0.262670	-0.800331	0.049643	-1.199131	2.088972
AT3G51230	Chalcone-flavanone isomerase family protein	1.000000	-1.267598	-0.512199	-1.400297	-1.123775	-1.145300	-0.535912
AT4G29060	Elongation factor Ts, mitochondrial	1.000000	-1.246906	-0.106053	-1.313643	-1.183022	-0.969756	-0.270410
AT2G41510	cytokinin oxidase/dehydrogenase 1	1.000000	-1.604998	1.611504	-1.708766	-1.166020	-0.994589	1.236860
AT3G19960	Myosin 1	1.000000	-1.499437	-0.227177	-1.523127	-1.308705	-1.384095	-0.577370
AT5G35220	Probable zinc metalloprotease EGY1, chloroplastic	1.000000	-1.428633	0.057103	-1.331613	-1.158893	-1.202432	-0.209832
AT5G65010	asparagine synthetase 2	1.000000	-1.620028	0.081720	-1.916760	-1.425939	-1.557731	-0.432751
AT5G66920	Sks17	1.000000	-1.747203	0.553874	-1.808913	-1.411608	-0.985876	0.083593
AT3G54600	DJ-1 protein homolog F	1.000000	-1.653410	-0.263695	-1.748980	-1.527413	-1.105906	-0.573996
AT1G65450	GLC	1.000000	-1.961629	1.594919	-1.531239	-0.642546	-0.496483	1.111627
AT1G56500	Haloacid dehalogenase-like hydrolase family protein	1.000000	-1.570030	0.228380	-1.093456	-1.030960	-0.743453	0.287418
AT3G13510	AT3g13510/MRP15_15	1.000000	-1.065480	0.041783	-1.365236	-1.337791	-1.040541	0.104431
AT1G51110	Probable plastid-lipid-associated protein 12, chloroplastic	1.000000	-1.452343	0.258821	-1.548181	-1.626770	-1.464106	0.311301
AT1G08550	NPQ1	1.000000	-1.291560	-0.070562	-1.193097	-1.318548	-0.965334	-0.146219
AT2G28950	EXPA6	1.000000	-1.471887	0.003116	-2.288573	-1.699129	-1.073251	0.174683
AT5G58260	NdhN	1.000000	-1.300486	0.129524	-2.043748	-1.263976	-1.104228	0.539128
AT3G25670	Leucine-rich repeat (LRR) family protein	1.000000	-2.027155	1.288815	-3.049034	-1.665043	-0.801391	2.263706
AT2G41820	Leucine-rich repeat receptor-like tyrosine-protein kinase PXC3	1.000000	-1.090497	-0.406364	-1.253863	-1.092861	-0.809858	-0.311702
AT2G44920	Thylakoid lumenal 15 kDa protein 1, chloroplastic	1.000000	-1.336284	0.009069	-1.556728	-1.351822	-0.939584	-0.020114
AT2G02500	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase, chloroplastic	1.000000	-1.178309	0.100617	-1.825814	-1.361070	-1.155574	0.325933
AT1G24480	F21J9.14	1.000000	-0.566947	1.847919	-2.039518	-1.183488	-0.880810	2.678391
ATCG01280	Protein Ycf2	1.000000	-0.359156	2.839963	-1.293871	-0.258732	0.267480	4.921282
AT4G26530	Fructose-bisphosphate aldolase	1.000000	-1.868713	-0.370819	-2.131802	-1.153838	-1.517341	0.060612
AT4G12830	AT4g12830/T20K18_180	1.000000	-1.424134	0.006791	-1.575192	-0.930014	-1.158530	0.209028
AT5G35170	Adenylate kinase 5, chloroplastic	1.000000	-1.614613	0.164516	-1.559213	-0.842771	-1.246630	0.656235
AT2G17230	Protein EXORDIUM-like 5	1.000000	-1.569811	-0.028239	-2.013289	-1.014066	-1.028597	0.708426
AT4G09350	NAD(P)H-quinone oxidoreductase subunit T, chloroplastic	1.000000	-1.641520	-0.211132	-1.676118	-1.213220	-1.056380	0.205526
AT2G17972	Expressed protein	1.000000	-1.555794	0.138721	-1.446880	-1.223027	-1.157809	0.331013
AT1G02010	secretory 1A	1.000000	-1.376416	-0.391416	-1.410823	-1.242121	-1.150349	-0.083568
AT4G23000	Calcineurin-like metallo-phosphoesterase superfamily protein	1.000000	-2.996346	-0.897865	-2.601341	-0.636335	-0.116866	3.242019
AT4G23990	Cellulose synthase-like protein G3	1.000000	-1.908384	0.120705	-1.701048	-0.263206	0.125472	2.272782
AT1G21540	Probable acyl-activating enzyme 9	1.000000	-1.369508	0.370729	-1.251481	0.051414	0.576847	2.794442
AT5G54060	Glycosyltransferase	1.000000	-2.002465	0.193902	-1.060401	0.058605	-0.085142	2.325003
AT2G24395	At2g24395	1.000000	-1.238020	-0.373217	-2.207957	-0.620846	-0.932214	2.494845
AT1G76730	5-formyltetrahydrofolate cyclo-ligase-like protein COG0212	1.000000	-1.366905	-0.661583	-1.971851	-0.766418	-0.828298	1.055780
AT1G15490	Alpha/beta-hydrolase domain-containing protein	1.000000	-1.218393	-1.028305	-1.276424	-0.999113	-1.082569	-0.490946
AT1G78320	Glutathione S-transferase U23	1.000000	-2.462019	-0.747282	-3.128166	0.265672	-1.139852	3.622533
ATCG01110	NAD(P)H-quinone oxidoreductase subunit H, chloroplastic	1.000000	-1.250774	-0.302123	-1.715828	-1.240715	-0.393946	1.593616
AT1G62780	Putative uncharacterized protein At1g62780	1.000000	-1.478192	-0.153496	-2.345905	-1.823443	-0.515336	1.465987
AT1G61420	S-locus lectin protein kinase family protein	1.000000	-0.081952	1.354750	-1.283474	-1.174915	1.110028	3.720466
AT5G52340	EXO70A2	1.000000	-1.675443	0.706878	-0.881679	-2.141596	0.566092	3.294223
AT1G21910	DREB26	1.000000	-1.565415	0.686227	-0.985465	-1.295157	0.936982	3.417170
AT5G49730	Ferric reduction oxidase 6	1.000000	-1.769174	0.270227	-1.555801	-1.965256	0.016163	2.356775
AT2G01755	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; Has 120 Blast hits to 120 proteins in 52 species: Archae - 0; Bacteria - 80; Metazoa - 0; Fungi - 0; Plants - 24; Viruses -  /.../er Eukaryotes - 16 (source: NCBI BLink).	1.000000	-1.354791	-0.281907	-2.157854	-1.992150	-1.216351	1.906803
ATCG00350	Photosystem I P700 chlorophyll a apoprotein A1	1.000000	-0.644226	1.010109	-0.791289	-1.502432	0.114326	5.040871
ATCG01090	NAD(P)H-quinone oxidoreductase subunit I, chloroplastic	1.000000	-1.467422	-0.076392	-1.194966	-1.620084	-0.213332	3.411200
ATCG01070	NAD(P)H-quinone oxidoreductase subunit 4L, chloroplastic	1.000000	-1.461059	0.064398	-1.794192	-1.395898	-0.250958	4.771483
ATCG01050	NADH-Ubiquinone/plastoquinone (complex I) protein	1.000000	-0.880392	0.562950	-1.274399	-1.219153	-0.038737	4.135956
ATCG00130	ATP synthase subunit b, chloroplastic	1.000000	-1.013493	1.315968	-0.818864	0.620373	0.570976	5.105904
AT2G35130	Pentatricopeptide repeat-containing protein	1.000000	-2.006432	-0.526524	-1.951542	-1.034709	-0.931697	0.955671
ATCG01000	Ycf1 protein	1.000000	-1.588449	0.324854	-1.524699	-0.944242	-0.495241	2.252123
AT2G07656	NA	1.000000	-0.133352	1.945422	0.307541	0.613386	1.012851	4.267287
AT1G31920	Pentatricopeptide repeat-containing protein At1g31920	1.000000	-1.121904	-0.249243	-1.081556	-0.910510	-1.023522	1.492455
ATCG01080	NAD(P)H-quinone oxidoreductase subunit 6, chloroplastic	1.000000	-1.343355	0.305799	-1.311030	-0.650146	-0.918287	2.492528
AT3G01840	Protein LYK2	1.000000	-2.049220	0.208600	-1.910380	-0.661991	0.124904	1.363131
AT4G17360	Formyltetrahydrofolate deformylase 2, mitochondrial	1.000000	-2.848558	0.388812	-2.101068	-1.478260	-0.307790	1.396068
AT1G53730	STRUBBELIG-receptor family 6	1.000000	-1.610029	0.296124	-1.361099	-1.252100	-0.245145	0.858052
AT5G53580	Pyridoxal reductase, chloroplastic	1.000000	-1.327171	-0.301306	-1.327245	-1.228704	-0.539959	-0.146402
AT1G49380	Cytochrome c biogenesis protein CCS1, chloroplastic	1.000000	-1.353448	-0.208310	-1.324090	-1.218785	-0.621256	0.415811
ATCG01060	Photosystem I iron-sulfur center	1.000000	-1.579090	1.252540	-1.792643	-0.895062	0.750418	3.549355
AT1G64450	At1g64450	1.000000	-1.266475	-0.268291	-1.010478	-1.111545	-0.805163	0.120882
AT3G18550	TCP family transcription factor	1.000000	-1.551267	0.333763	-0.454901	0.003664	-2.917589	2.340920
AT4G13370	At4g13370	1.000000	-1.173564	-0.744839	-0.960708	-1.069344	-1.519665	-0.547070
AT2G29120	Glutamate receptor 2.7	1.000000	1.163736	1.487000	1.204759	1.077898	0.833549	2.003885
AT3G19050	POK2	1.000000	-1.068013	-0.634280	-0.894387	-1.068158	-1.356225	-0.163447
AT1G07700	Thioredoxin superfamily protein	1.000000	-1.235409	-0.244215	-0.682497	-1.094838	-2.186210	1.137353
AT5G24920	Protein GLUTAMINE DUMPER 5	1.000000	-1.335450	-0.289777	-0.958483	-0.960956	-2.420028	1.433955
AT1G17700	PRA1 family protein F1	1.000000	-0.708114	-0.788033	-1.010676	-1.210634	-2.563768	0.522447
ATCG01100	NAD(P)H-quinone oxidoreductase subunit 1, chloroplastic	1.000000	-0.908207	-0.476077	-1.645424	-0.894016	-1.173621	1.402043
AT5G61420	PMG1	1.000000	-1.443806	-0.814454	-2.366280	-0.785652	-2.680705	2.576159
AT2G23060	Probable N-acetyltransferase HLS1-like	1.000000	-1.024222	-0.014341	-2.329623	-0.197504	-1.950871	2.647345
AT2G29350	SAG13	1.000000	-0.466693	0.264788	-1.197107	0.393886	-1.058715	2.202617
AT1G31140	Agamous-like MADS-box protein AGL63	1.000000	-0.542832	-0.265782	-1.196520	0.076743	-1.121900	1.259768
AT5G12920	WD40 domain-containing protein	1.000000	-0.605033	-0.673624	-1.755938	-1.360653	-2.395305	0.634988
AT1G26480	GRF12	1.000000	-1.050060	-1.189015	-2.123984	-1.454824	-2.589101	0.704154
ATMG00570	Sec-independent periplasmic protein translocase	1.000000	1.355264	1.149608	-1.083936	1.068435	-0.587753	4.242984
AT3G61910	NAC domain-containing protein 66	1.000000	0.242240	-0.400132	-1.097272	0.090234	-1.196424	1.326951
ATCG01040	Cytochrome c biogenesis protein CcsA	1.000000	0.829293	-0.572789	-1.860464	-0.080292	-1.592676	3.293873
AT3G23760	Putative uncharacterized protein	1.000000	-0.477594	-0.656634	-1.270084	-0.946171	-1.250700	1.375395
AT4G18440	Adenylosuccinate lyase	1.000000	-0.918826	-1.221554	-1.325146	-0.920354	-1.507590	1.930190
AT5G46220	At5g46220	1.000000	-1.018479	-1.371999	-1.927471	-2.006897	-1.217197	-0.340437
AT4G15720	Pentatricopeptide repeat-containing protein At4g15720	1.000000	0.234107	-0.513929	-1.003632	-1.300723	0.139222	1.222791
AT3G50890	ZHD7	1.000000	-0.551226	-0.902452	-1.946349	-2.505840	0.256236	1.772838
AT5G14200	3-isopropylmalate dehydrogenase	1.000000	-2.231980	-1.920510	-3.802441	-3.803798	-1.767473	0.432983
AT5G07180	LRR receptor-like serine/threonine-protein kinase ERL2	1.000000	-0.058879	-0.166115	-1.022344	-1.340830	0.083861	1.628472
AT4G37750	AP2-like ethylene-responsive transcription factor ANT	1.000000	-0.768757	-0.841939	-1.163098	-1.517363	-1.073125	0.422468
AT3G17730	NAC domain containing protein 57	1.000000	-0.049477	0.076373	-1.382853	-1.595262	-0.490103	2.375477
AT1G14750	Cyclin family protein	1.000000	-0.582988	-0.698128	-1.447131	-1.700575	-1.008916	0.850980
AT4G12030	Probable sodium/metabolite cotransporter BASS5, chloroplastic	1.000000	-1.506959	-1.882249	-3.175661	-3.751549	-2.491145	0.029661
AT5G08000	glucan endo-1,3-beta-glucosidase-like protein 3	1.000000	-0.788707	-0.749067	-1.694671	-2.027193	-1.164965	0.347067
AT1G38131	O-fucosyltransferase-like protein	1.000000	-0.762090	-0.166265	-1.397875	-1.751391	-1.083403	0.015057
AT1G60600	2-carboxy-1,4-naphthoquinone phytyltransferase, chloroplastic	1.000000	-1.224052	-0.753586	-1.894517	-2.438867	-1.300132	-0.226645
AT2G46780	At2g46780	1.000000	-1.111231	-0.854101	-1.581189	-1.947826	-1.086475	-0.236944
AT3G02830	ZFN1	1.000000	-1.010505	-0.567139	-1.367304	-1.686885	-0.866771	-0.338713
AT3G26490	BTB/POZ domain-containing protein At3g26490	1.000000	-1.324911	-0.702953	-1.440689	-2.027596	-1.240174	-0.110149
AT2G26330	LRR receptor-like serine/threonine-protein kinase ERECTA	1.000000	-0.882343	-0.670465	-1.755463	-2.816634	-1.289689	-0.059290
ATMG01090	Uncharacterized mitochondrial protein AtMg01090	1.000000	1.414347	1.679381	0.911079	-0.183210	0.880848	2.534358
AT1G66390	Transcription factor MYB90	1.000000	-0.396294	-0.562182	-1.570104	-1.804605	1.541009	1.938253
AT1G47620	At1g47620	1.000000	-0.606801	-0.033068	-0.684966	-1.315004	1.253762	1.056412
AT3G55110	ABC transporter G family member 18	1.000000	-0.969771	0.017520	-1.241230	-2.313525	1.328300	1.639286
AT2G42800	RLP29	1.000000	-0.446124	-0.133242	-1.161605	-2.496255	0.654008	1.804891
AT2G45190	Axial regulator YABBY 1	1.000000	-1.045204	-0.534809	-1.053277	-1.748248	0.738878	1.697561
AT5G08640	Flavonol synthase/flavanone 3-hydroxylase	1.000000	-0.070184	0.141180	-0.530072	-1.457407	1.553751	2.857139
AT1G68780	At1g68780	1.000000	-1.435483	-0.318840	-1.810144	-1.871412	0.048800	0.567436
AT1G75090	Putative 3-methyladenine glycosylase I	1.000000	-1.159268	-0.112863	-1.251746	-1.405052	-0.111300	0.371563
AT3G51760	Putative uncharacterized protein	1.000000	-0.823175	-0.040647	-1.329035	-1.132472	0.548737	1.190849
AT4G18960	K-box region and MADS-box transcription factor family protein	1.000000	-2.135543	-0.335581	-0.099723	-2.136383	1.309066	2.191363
AT5G42800	Dihydroflavonol reductase	1.000000	-1.683782	-0.367420	-0.565088	-2.789444	0.784570	1.586966
AT4G21745	CRIB domain-containing protein RIC11	1.000000	-0.406805	0.733493	1.284231	-1.719704	1.415388	4.892175
AT3G55130	ABC transporter G family member 19	1.000000	-1.057737	0.588993	-0.619752	-3.280880	0.089100	2.553285
AT3G51240	Naringenin,2-oxoglutarate 3-dioxygenase	1.000000	-1.506192	0.129480	-0.627388	-2.065964	0.292468	1.917862
AT2G07721	Putative uncharacterized protein At2g07721	1.000000	0.398185	1.596447	0.675187	-0.567832	1.846317	3.106748
AT1G49975	At1g49975	1.000000	-1.705124	-0.301449	-1.227348	-2.615076	-0.703601	0.970240
AT1G14110	Probable fucosyltransferase 9	1.000000	-0.061296	1.159776	0.420611	-0.761584	1.086065	2.074774
AT2G16120	Putative polyol transporter 1	1.000000	-1.861307	-0.069330	0.108162	-1.596696	0.102203	1.345777
AT2G29630	Phosphomethylpyrimidine synthase, chloroplastic	1.000000	-1.112290	-0.083535	-1.099304	-3.748782	-0.104395	0.550416
AT2G31500	CPK24	1.000000	0.410444	1.287597	1.201341	-1.604358	0.526265	1.567293
AT1G16530	LOB domain-containing protein 3	1.000000	-1.166068	0.668521	0.317145	-2.737813	-0.071544	1.473003
AT5G39240	unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G29370.1); Has 15 Blast hits to 15 proteins in 4 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 15; Viruses - 0; Other Eukaryotes - 0 (source: /.../BLink).	1.000000	-1.000766	0.527956	0.306676	-2.076194	-0.266662	1.230748
AT5G16020	Protein GAMETE EXPRESSED 3	1.000000	-0.192910	1.158625	0.356925	-1.165272	0.280023	1.039184
AT4G00295	Fringe-like protein	1.000000	0.886142	1.177747	2.288591	-2.291069	0.913346	3.268759
AT1G18060	AT1g18060/T10F20.23	1.000000	-0.904993	-0.802965	-1.213967	-2.562809	-1.270651	-0.793984
AT3G12110	ACT11	1.000000	-0.979342	-0.594800	-2.908522	-4.488339	1.259130	0.176052
AT1G16400	Hexahomomethionine N-hydroxylase	1.000000	-2.184369	-2.065524	-4.608494	-5.572073	0.079009	-0.878359
AT1G16410	Dihomomethionine N-hydroxylase	1.000000	-1.816784	-1.820652	-3.784123	-5.272200	-1.328682	-0.619603
AT1G73600	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	1.000000	-1.882190	-1.263246	-2.914353	-5.316572	-0.957023	-1.926728
AT5G59040	Copper transporter 3	1.000000	-1.517354	1.077138	0.287906	0.118856	-1.004839	0.890721
AT5G31412	HAT family dimerization domain-containing protein	1.000000	0.121764	1.209606	1.222009	0.981152	0.416203	1.647767
AT5G22910	Cation/H(+) antiporter 9	1.000000	-1.188320	1.629341	0.071269	1.024382	0.094432	0.740359
AT4G10020	11-beta-hydroxysteroid dehydrogenase-like 5	1.000000	-1.793065	1.675463	1.074344	1.804485	-0.259447	1.889266
AT1G17810	BETA-TIP	1.000000	-0.884884	2.403607	1.062603	2.052488	-0.144214	1.811500
AT2G42470	MATH domain and coiled-coil domain-containing protein At2g42470	1.000000	-1.750251	2.198027	1.016834	1.549223	-0.465921	0.708983
AT5G40900	Glycosyltransferase	1.000000	-1.338361	1.528302	0.843565	0.703975	0.466276	1.069238
AT5G57560	Xyloglucan endotransglucosylase/hydrolase protein 22	1.000000	-1.679491	1.368078	1.057642	2.901378	0.981699	1.724145
AT1G34060	Tryptophan aminotransferase-related protein 4	1.000000	-2.700687	0.878589	-1.027836	1.808826	0.128890	1.074947
AT1G09460	Carbohydrate-binding X8 domain-containing protein	1.000000	-1.104784	0.567421	0.045063	1.880134	1.216491	0.558006
AT5G66480	Putative uncharacterized protein At5g66480	1.000000	-0.382450	2.682284	1.664426	3.914481	3.004444	2.096420
AT1G71770	Polyadenylate-binding protein 5	1.000000	-0.979539	-0.532797	1.463274	-1.124260	0.114159	2.451275
AT1G75270	Glutathione S-transferase DHAR2	1.000000	1.777827	2.153137	5.543821	3.146216	3.382993	6.134705
AT4G39410	Putative uncharacterized protein At4g39410	1.000000	0.402710	-0.226923	1.009789	0.465490	1.137207	1.781851
AT1G14600	Putative Myb family transcription factor At1g14600	1.000000	0.265923	0.111215	2.624877	0.634188	1.958605	4.238652
AT1G09350	Hexosyltransferase	1.000000	1.456942	0.369067	2.685896	1.143652	1.837949	3.830571
AT2G03590	UPS1	1.000000	0.852239	0.516898	1.534023	1.028578	1.314796	1.708684
AT1G17420	Lipoxygenase 3, chloroplastic	1.000000	0.825348	0.034579	2.191176	0.728623	1.722680	2.087246
AT3G10370	Glycerol-3-phosphate dehydrogenase SDP6, mitochondrial	1.000000	0.716081	0.598906	1.465029	0.441618	1.073745	1.329914
AT3G46330	Probable LRR receptor-like serine/threonine-protein kinase MEE39	1.000000	-2.078694	-1.040202	1.215138	-2.798524	-0.870125	0.477074
AT1G32180	Putative cellulose synthase-like protein D6	1.000000	-0.446646	1.484057	2.454580	-0.527940	1.545626	2.472509
AT3G07040	Disease resistance protein RPM1	1.000000	0.593851	0.777487	1.507593	0.439984	1.297500	1.747336
AT4G12890	At4g12890	1.000000	-0.344844	0.379497	2.655741	-0.856846	2.483477	3.236928
AT4G12870	Gamma interferon responsive lysosomal thiol (GILT) reductase family protein	1.000000	-0.349239	0.820778	2.562052	-1.335353	2.075888	3.628068
AT3G06580	GALK	1.000000	-0.398907	0.495631	2.558667	0.064815	1.345268	1.150676
AT5G23240	At5g23240	1.000000	-0.220097	1.090560	3.102053	0.282639	2.065174	2.347897
AT3G21320	EARLY FLOWERING protein	1.000000	-0.758525	-0.685876	3.966453	0.122483	2.274536	3.022924
AT3G59740	L-type lectin-domain containing receptor kinase V.7	1.000000	0.972122	1.602622	3.439017	1.755422	3.032948	3.228143
AT3G10986	Protein LURP-one-related 9	1.000000	0.819525	0.241394	3.271986	0.054223	2.462941	1.758139
AT1G09070	Protein SRC2 homolog	1.000000	0.788263	0.609679	1.603063	0.753494	1.273786	1.077541
AT1G13310	Endosomal targeting BRO1-like domain-containing protein	1.000000	1.585763	1.461664	3.346674	1.446201	2.490592	2.341507
AT4G31240	Probable nucleoredoxin 3	1.000000	-0.506603	0.050449	1.327029	0.241908	1.731317	1.706734
AT2G24840	Agamous-like MADS-box protein AGL61	1.000000	-0.195012	0.211437	1.390500	0.195917	1.736281	2.024741
AT1G18000	UNC93-like protein 1	1.000000	0.493488	0.617994	1.672808	0.534651	1.762779	1.672843
AT4G18910	Aquaporin NIP1-2	1.000000	-0.027098	1.019567	1.550459	1.693400	1.678464	2.063291
AT1G58360	NAT2	1.000000	0.386743	0.686859	1.215473	1.263470	1.063743	1.364219
AT5G25120	Cytochrome P450 71B11	1.000000	0.333072	0.611495	1.598694	1.385907	1.525596	1.867778
AT5G22810	GDSL-like Lipase/Acylhydrolase superfamily protein	1.000000	-0.901388	0.519967	1.176181	0.713873	1.177083	1.058704
AT2G01300	Predicted by genscan and genefinder	1.000000	-0.965733	1.194693	2.677177	1.809281	2.244267	2.273449
AT5G20960	Indole-3-acetaldehyde oxidase	1.000000	-0.139029	0.736402	1.723591	1.163640	1.797324	1.507658
AT3G55430	Beta-1, 3-glucanase-like protein	1.000000	-0.680061	0.720801	1.619547	1.332030	1.917942	1.583716
AT2G36970	Glycosyltransferase	1.000000	0.150322	1.599582	2.467716	2.249795	2.112417	2.254203
AT1G59910	Formin-like protein 7	1.000000	-0.268928	0.319513	1.080966	0.954407	1.214557	1.040526
AT3G44880	Pheophorbide a oxygenase, chloroplastic	1.000000	0.686642	0.979849	1.563908	1.376680	1.692637	1.473165
AT5G10695	Putative uncharacterized protein At5g10695	1.000000	1.064858	1.577970	2.805682	2.416204	2.711326	2.585138
AT2G29110	Glutamate receptor	1.000000	-0.184933	1.176136	1.538644	1.262167	2.053567	2.208806
AT3G49690	Transcription factor RAX3	1.000000	-0.387401	0.984298	1.918408	1.058081	2.823312	2.849480
AT2G10440	Probable mediator of RNA polymerase II transcription subunit 15c	1.000000	-0.002871	0.641213	1.376305	0.978668	1.525293	1.566676
AT2G01890	Purple acid phosphatase 8	1.000000	-0.878819	0.431092	1.373482	0.449644	1.787916	1.200595
AT3G26740	A.thaliana mRNA (orf19) from chromosome III	1.000000	-0.071241	1.230130	2.112138	0.987108	3.048107	2.406545
AT4G24000	Glycosyltransferase	1.000000	-0.884532	1.060884	2.926966	2.097303	4.854613	3.042671
AT1G06290	Acyl-coenzyme A oxidase	1.000000	-0.087606	0.685497	1.279634	0.976780	1.947802	1.242047
AT5G04220	Synaptotagmin-3	1.000000	-0.348456	1.266820	2.229970	1.860709	3.275468	2.296633
AT4G14630	At4g14630	1.000000	-0.144086	1.056973	1.621977	1.566325	2.494384	1.568413
AT4G09460	Transcription repressor MYB6	1.000000	-0.273052	1.101057	1.260769	1.028446	1.048297	0.934903
AT1G08180	Cyclin-dependent protein kinase inhibitor SMR2	1.000000	-0.404561	1.112006	1.354394	0.878050	1.157237	0.972008
AT1G18860	WRKY DNA-binding protein 61	1.000000	-1.245891	1.698498	2.614124	0.996356	2.271690	1.504743
AT2G37540	Putative oxidoreductase	1.000000	-1.464501	0.588065	1.251198	0.360584	1.178853	0.945614
AT5G57550	Probable xyloglucan endotransglucosylase/hydrolase protein 25	1.000000	-0.338682	2.128182	3.351814	1.867598	3.254452	2.690244
AT4G37360	Cytochrome P450, family 81, subfamily D, polypeptide 2	1.000000	-1.399164	0.687494	0.440297	1.099720	1.243489	1.165266
AT1G71680	Lysine histidine transporter-like 5	1.000000	-2.807293	0.750157	-0.127000	0.128590	1.041444	1.406356
AT1G22750	AT1G22750 protein	1.000000	-1.209177	0.519943	0.199669	0.555600	1.118232	1.081611
AT3G01530	Transcription factor MYB57	1.000000	-0.240828	1.513937	2.731154	2.455150	2.850872	5.150398
AT3G05260	Glucose and ribitol dehydrogenase homolog 2	1.000000	-1.504217	0.277863	0.845808	0.690492	1.521206	2.745910
AT5G61520	AT5G61520 protein	1.000000	0.327613	1.448651	1.417777	1.072904	1.186704	1.687584
AT2G40880	Cysteine proteinase inhibitor	1.000000	-0.197934	1.043808	1.270342	0.703467	0.785381	1.581226
AT3G27400	Pectin lyase-like superfamily protein	1.000000	-0.171089	1.443858	1.559160	1.001586	1.487032	2.675086
AT5G44930	Probable arabinosyltransferase ARAD2	1.000000	-0.434346	0.770729	1.369876	0.692343	1.140900	1.864349
AT5G59750	RibA-3-like protein	1.000000	-1.953936	0.776716	0.635976	-0.014047	2.401590	3.170776
